feature,count0@False,count1@False,count0@True,count1@True
kilometres,7122,2,2298,0
g2p,7122,2,2298,0
drqn,7122,2,2298,0
sprites,7122,2,2297,1
kill,7122,2,2298,0
stc,7122,2,2297,1
fullest,7122,2,2298,0
judging,7122,2,2297,1
ssc,7122,2,2298,0
atlas,7122,2,2298,0
atl,7122,2,2298,0
kannan,7122,2,2298,0
licence,7122,2,2298,0
sectional,7122,2,2298,0
fpa,7122,2,2298,0
habitats,7122,2,2298,0
absa,7122,2,2298,0
harmless,7122,2,2298,0
untested,7122,2,2298,0
exacerbated,7122,2,2297,1
abound,7122,2,2297,1
unreal,7122,2,2298,0
abnormally,7122,2,2298,0
unitary,7122,2,2293,5
abnormality,7122,2,2297,1
unreported,7122,2,2298,0
har,7122,2,2298,0
unresolved,7122,2,2297,1
harmonize,7122,2,2298,0
_f,7122,2,2298,0
unsat,7122,2,2298,0
unsatisfiability,7122,2,2298,0
exactness,7122,2,2297,1
exaction,7122,2,2298,0
undertake,7122,2,2296,2
hastings,7122,2,2291,7
gulf,7122,2,2298,0
heatmaps,7122,2,2298,0
heatmap,7122,2,2298,0
accommodation,7122,2,2298,0
heaters,7122,2,2298,0
heater,7122,2,2298,0
heat,7122,2,2298,0
etymological,7122,2,2298,0
hears,7122,2,2298,0
hearing,7122,2,2298,0
undo,7122,2,2298,0
headwords,7122,2,2298,0
unemployment,7122,2,2298,0
unequal,7122,2,2298,0
90x,7122,2,2298,0
unevenly,7122,2,2298,0
evacuation,7122,2,2298,0
unexpectedly,7122,2,2298,0
unfamiliar,7122,2,2298,0
unfold,7122,2,2296,2
ham,7122,2,2298,0
underwent,7122,2,2298,0
abdominal,7122,2,2298,0
abcdsat,7122,2,2298,0
unnecessarily,7122,2,2297,1
excitement,7122,2,2298,0
unveils,7122,2,2298,0
unveiling,7122,2,2298,0
halfspace,7122,2,2298,0
absorbing,7122,2,2297,1
evolutive,7122,2,2298,0
unused,7122,2,2298,0
hadamard,7122,2,2297,1
harper,7122,2,2298,0
_0,7122,2,2298,0
harnesses,7122,2,2297,1
untranscribed,7122,2,2298,0
exclusiveness,7122,2,2298,0
homomorphism,7122,2,2298,0
accompanies,7122,2,2298,0
understandings,7122,2,2296,2
histopathology,7122,2,2298,0
absorbed,7122,2,2298,0
evoking,7122,2,2298,0
evoke,7122,2,2297,1
harvest,7122,2,2298,0
unsolicited,7122,2,2298,0
unsurprisingly,7122,2,2298,0
a_1,7122,2,2298,0
exams,7122,2,2296,2
handbook,7122,2,2298,0
abide,7122,2,2298,0
unpooling,7122,2,2298,0
unorganized,7122,2,2298,0
_2,7122,2,2298,0
hasneto,7122,2,2298,0
excludes,7122,2,2298,0
hacker,7122,2,2298,0
hackers,7122,2,2298,0
992,7122,2,2298,0
hashed,7122,2,2296,2
evidently,7122,2,2298,0
harvests,7122,2,2297,1
unmodified,7122,2,2298,0
harvested,7122,2,2298,0
abdomen,7122,2,2298,0
histological,7122,2,2298,0
underway,7122,2,2298,0
undertaking,7122,2,2298,0
endows,7122,2,2298,0
exposing,7122,2,2295,3
tothe,7122,2,2298,0
visualised,7122,2,2298,0
iden,7122,2,2298,0
visualisations,7122,2,2298,0
endurance,7122,2,2298,0
visionary,7122,2,2298,0
tory,7122,2,2298,0
aggregator,7122,2,2298,0
gop,7122,2,2298,0
virtues,7122,2,2298,0
tourism,7122,2,2298,0
tourists,7122,2,2298,0
tournaments,7122,2,2298,0
tow,7122,2,2298,0
towers,7122,2,2297,1
towns,7122,2,2298,0
enemy,7122,2,2298,0
iclp,7122,2,2298,0
violating,7122,2,2297,1
violates,7122,2,2297,1
trailing,7122,2,2298,0
vin,7122,2,2298,0
transcribe,7122,2,2298,0
afs,7122,2,2298,0
ice,7122,2,2298,0
explorer,7122,2,2298,0
africa,7122,2,2298,0
enlarge,7122,2,2298,0
iaa,7122,2,2298,0
enlarged,7122,2,2298,0
i2b2,7122,2,2298,0
transferability,7122,2,2294,4
enn,7122,2,2298,0
vigilance,7122,2,2298,0
transh,7122,2,2298,0
gpomdp,7122,2,2298,0
transitional,7122,2,2298,0
hypervolume,7122,2,2298,0
african,7122,2,2297,1
id3,7122,2,2297,1
undertook,7122,2,2298,0
got,7122,2,2298,0
aggravates,7122,2,2298,0
uplift,7122,2,2298,0
uninformed,7122,2,2298,0
havasi,7122,2,2298,0
unintentionally,7122,2,2298,0
hausa,7122,2,2298,0
eventual,7122,2,2297,1
eventualities,7122,2,2298,0
uninterpretable,7122,2,2295,3
haven,7122,2,2298,0
hate,7122,2,2298,0
unipartite,7122,2,2298,0
h_,7122,2,2298,0
hd,7122,2,2298,0
hda,7122,2,2297,1
eval,7122,2,2298,0
hedge,7122,2,2293,5
ethnic,7122,2,2297,1
heckerman,7122,2,2298,0
uphill,7122,2,2298,0
unimpeded,7122,2,2297,1
upwards,7122,2,2298,0
h2o,7122,2,2298,0
icus,7122,2,2298,0
icub,7122,2,2298,0
ics,7122,2,2298,0
icons,7122,2,2298,0
agnostically,7122,2,2297,1
emulator,7122,2,2298,0
homomorphisms,7122,2,2298,0
turbulent,7122,2,2298,0
uptodate,7122,2,2298,0
upto,7122,2,2298,0
unfolds,7122,2,2298,0
unforeseen,7122,2,2298,0
uptake,7122,2,2298,0
unfounded,7122,2,2297,1
hcf,7122,2,2298,0
hc,7122,2,2298,0
eve,7122,2,2298,0
executives,7122,2,2298,0
evening,7122,2,2298,0
toxic,7122,2,2298,0
uga,7122,2,2298,0
ugas,7122,2,2298,0
vault,7122,2,2298,0
irt,7122,2,2297,1
extendable,7122,2,2297,1
glyph,7122,2,2297,1
superfluous,7122,2,2298,0
interactivity,7122,2,2298,0
superhuman,7122,2,2298,0
superintelligences,7122,2,2298,0
approximability,7122,2,2298,0
7x,7122,2,2294,4
interacted,7122,2,2298,0
intentionality,7122,2,2298,0
intentional,7122,2,2298,0
generalisations,7122,2,2297,1
weaning,7122,2,2298,0
appreciation,7122,2,2298,0
superficial,7122,2,2298,0
supervise,7122,2,2298,0
supervisions,7122,2,2298,0
supersets,7122,2,2297,1
826,7122,2,2298,0
vacuous,7122,2,2298,0
herself,7122,2,2298,0
unanticipated,7122,2,2297,1
hierarchal,7122,2,2298,0
hides,7122,2,2298,0
acl2,7122,2,2298,0
espe,7122,2,2298,0
unavailability,7122,2,2297,1
esport,7122,2,2298,0
hf,7122,2,2298,0
unawareness,7122,2,2298,0
unchaining,7122,2,2298,0
unclassified,7122,2,2297,1
heteroscedastic,7122,2,2297,1
heterophily,7122,2,2298,0
uncommon,7122,2,2296,2
uncompressed,7122,2,2298,0
valences,7122,2,2298,0
hesitant,7122,2,2298,0
hertz,7122,2,2298,0
herskovits,7122,2,2298,0
supervisor,7122,2,2297,1
validations,7122,2,2298,0
appreciable,7122,2,2298,0
generalises,7122,2,2293,5
2nd,7122,2,2297,1
summarising,7122,2,2298,0
gemm,7122,2,2298,0
gems,7122,2,2298,0
summed,7122,2,2298,0
summer,7122,2,2298,0
aps,7122,2,2298,0
weave,7122,2,2298,0
summarised,7122,2,2298,0
effected,7122,2,2298,0
gener,7122,2,2298,0
interconnections,7122,2,2298,0
interconnecting,7122,2,2298,0
supercomputers,7122,2,2298,0
interchangeability,7122,2,2298,0
suprasegmental,7122,2,2298,0
suites,7122,2,2298,0
3001,7122,2,2298,0
falsifying,7122,2,2298,0
apx,7122,2,2298,0
interjection,7122,2,2298,0
interleave,7122,2,2298,0
supplanted,7122,2,2298,0
weakens,7122,2,2297,1
weakening,7122,2,2296,2
efi,7122,2,2298,0
integrative,7122,2,2298,0
suppose,7122,2,2297,1
suppressing,7122,2,2298,0
supervising,7122,2,2298,0
effectors,7122,2,2298,0
effector,7122,2,2298,0
effectivity,7122,2,2298,0
internals,7122,2,2298,0
arabs,7122,2,2298,0
arab,7122,2,2298,0
intermittency,7122,2,2298,0
2n,7122,2,2295,3
edward,7122,2,2298,0
interlingual,7122,2,2298,0
interlingua,7122,2,2297,1
3000,7122,2,2298,0
802,7122,2,2298,0
esn,7122,2,2298,0
unambiguously,7122,2,2298,0
actuation,7122,2,2296,2
hk,7122,2,2298,0
veins,7122,2,2298,0
homographs,7122,2,2298,0
homogenous,7122,2,2298,0
vein,7122,2,2298,0
homeostasis,7122,2,2298,0
equating,7122,2,2298,0
ucsc,7122,2,2298,0
homeless,7122,2,2298,0
70k,7122,2,2298,0
holy,7122,2,2298,0
gravity,7122,2,2298,0
tweeter,7122,2,2298,0
holonomic,7122,2,2298,0
equi,7122,2,2298,0
addiction,7122,2,2298,0
adaptiveness,7122,2,2297,1
tweak,7122,2,2298,0
791,7122,2,2298,0
7k,7122,2,2298,0
umls,7122,2,2296,2
vascular,7122,2,2298,0
greenhouse,7122,2,2298,0
hip,7122,2,2298,0
expenditures,7122,2,2298,0
acs,7122,2,2297,1
775,7122,2,2298,0
ukraine,7122,2,2298,0
erroneously,7122,2,2298,0
escapes,7122,2,2297,1
vardi,7122,2,2298,0
hindering,7122,2,2298,0
himself,7122,2,2298,0
vanishes,7122,2,2295,3
hillary,7122,2,2298,0
expansive,7122,2,2298,0
ultrasound,7122,2,2298,0
highways,7122,2,2297,1
uma,7122,2,2298,0
acoustical,7122,2,2298,0
tying,7122,2,2295,3
typographical,7122,2,2298,0
adams,7122,2,2298,0
uai,7122,2,2297,1
undecided,7122,2,2298,0
accomplishing,7122,2,2297,1
helpfulness,7122,2,2297,1
usps,7122,2,2297,1
guaranties,7122,2,2298,0
helpdesk,7122,2,2298,0
underpins,7122,2,2298,0
accomplishes,7122,2,2297,1
usfd,7122,2,2298,0
helicopter,7122,2,2297,1
guessed,7122,2,2298,0
ethernet,7122,2,2298,0
guesses,7122,2,2295,3
exim,7122,2,2298,0
underpinned,7122,2,2298,0
gsp,7122,2,2298,0
expandable,7122,2,2298,0
uncontrollable,7122,2,2297,1
unaddressed,7122,2,2298,0
helsinki,7122,2,2298,0
trailer,7122,2,2298,0
accomplishment,7122,2,2297,1
hen,7122,2,2298,0
hogwild,7122,2,2297,1
experiential,7122,2,2297,1
ubiquitously,7122,2,2297,1
74xxx,7122,2,2298,0
erased,7122,2,2298,0
librispeech,7122,2,2298,0
erent,7122,2,2298,0
7th,7122,2,2298,0
heel,7122,2,2298,0
highlevel,7122,2,2298,0
unadapted,7122,2,2298,0
undeciphered,7122,2,2298,0
estate,7122,2,2298,0
herd,7122,2,2298,0
hepatitis,7122,2,2298,0
undergraduate,7122,2,2298,0
underly,7122,2,2298,0
undermine,7122,2,2298,0
henceforth,7122,2,2298,0
guages,7122,2,2298,0
trafficking,7122,2,2297,1
ho,7122,2,2298,0
iccv,7122,2,2298,0
locfaults,7122,2,2298,0
bel,7122,2,2298,0
formalised,7122,2,2298,0
sexist,7122,2,2298,0
localizing,7122,2,2297,1
directionality,7122,2,2297,1
xes,7122,2,2298,0
formality,7122,2,2298,0
belgian,7122,2,2298,0
sf,7122,2,2297,1
begs,7122,2,2298,0
beginnings,7122,2,2298,0
localised,7122,2,2298,0
sg,7122,2,2296,2
1500,7122,2,2298,0
150k,7122,2,2298,0
bedroom,7122,2,2298,0
lns,7122,2,2298,0
14x,7122,2,2296,2
belgium,7122,2,2298,0
locked,7122,2,2297,1
believability,7122,2,2298,0
segmenters,7122,2,2296,2
ltcb,7122,2,2297,1
dictate,7122,2,2296,2
dictating,7122,2,2298,0
dictatorship,7122,2,2297,1
sekine,7122,2,2298,0
seldom,7122,2,2296,2
forefront,7122,2,2298,0
lsi,7122,2,2298,0
lse,7122,2,2297,1
lsb,7122,2,2298,0
xt,7122,2,2298,0
firefly,7122,2,2298,0
lrta,7122,2,2298,0
sensations,7122,2,2298,0
digitally,7122,2,2298,0
lookups,7122,2,2298,0
sentient,7122,2,2298,0
locomotive,7122,2,2298,0
lmnn,7122,2,2297,1
xu,7122,2,2298,0
lmf,7122,2,2298,0
1536,7122,2,2298,0
beltrami,7122,2,2297,1
logicblox,7122,2,2298,0
sequencers,7122,2,2298,0
fingerspelled,7122,2,2298,0
ser,7122,2,2298,0
logging,7122,2,2297,1
xilinx,7122,2,2298,0
logemann,7122,2,2298,0
logiql,7122,2,2298,0
serially,7122,2,2298,0
aa,7122,2,2298,0
irs,7122,2,2298,0
explode,7122,2,2298,0
veto,7122,2,2297,1
612,7122,2,2298,0
entertain,7122,2,2298,0
618,7122,2,2298,0
treelike,7122,2,2298,0
isa,7122,2,2298,0
ben,7122,2,2298,0
logistical,7122,2,2297,1
fingerspelling,7122,2,2298,0
dipole,7122,2,2298,0
shadows,7122,2,2298,0
xi,7122,2,2297,1
logarithmically,7122,2,2295,3
sentimental,7122,2,2298,0
longest,7122,2,2298,0
finishes,7122,2,2298,0
benevolent,7122,2,2298,0
138,7122,2,2298,0
dilation,7122,2,2297,1
benefited,7122,2,2297,1
seo,7122,2,2298,0
dilemmas,7122,2,2298,0
dimacs,7122,2,2298,0
loglinear,7122,2,2298,0
xitsonga,7122,2,2298,0
benders,7122,2,2298,0
bench,7122,2,2296,2
sequel,7122,2,2298,0
shacl,7122,2,2298,0
125,7122,2,2298,0
forearm,7122,2,2298,0
fore,7122,2,2298,0
basque,7122,2,2297,1
basins,7122,2,2298,0
wright,7122,2,2298,0
sidewalks,7122,2,2298,0
sification,7122,2,2298,0
limb,7122,2,2298,0
sight,7122,2,2297,1
sighthound,7122,2,2298,0
bat,7122,2,2298,0
liking,7122,2,2297,1
244,7122,2,2298,0
liked,7122,2,2298,0
180,7122,2,2298,0
wow,7122,2,2298,0
signers,7122,2,2298,0
lights,7122,2,2297,1
discretizing,7122,2,2298,0
lightly,7122,2,2298,0
sigmoidal,7122,2,2298,0
fosters,7122,2,2298,0
shwartz,7122,2,2298,0
batteries,7122,2,2298,0
traders,7122,2,2297,1
worsens,7122,2,2298,0
liberal,7122,2,2298,0
sina,7122,2,2297,1
lib,7122,2,2298,0
diseased,7122,2,2298,0
sindhi,7122,2,2298,0
liability,7122,2,2298,0
lia,7122,2,2298,0
films,7122,2,2298,0
disentangling,7122,2,2295,3
disguise,7122,2,2298,0
lfw,7122,2,2296,2
lexstat,7122,2,2298,0
silhouettes,7122,2,2298,0
155,7122,2,2298,0
silhouette,7122,2,2298,0
discriminated,7122,2,2297,1
shrunk,7122,2,2298,0
foveation,7122,2,2298,0
signify,7122,2,2298,0
foveations,7122,2,2298,0
barter,7122,2,2298,0
lossless,7122,2,2298,0
135,7122,2,2298,0
semitic,7122,2,2298,0
finishing,7122,2,2298,0
digi,7122,2,2298,0
senones,7122,2,2298,0
loveland,7122,2,2298,0
forensic,7122,2,2298,0
dif,7122,2,2298,0
lrr,7122,2,2297,1
lugosi,7122,2,2298,0
y1,7122,2,2298,0
bidder,7122,2,2296,2
sedol,7122,2,2298,0
bid,7122,2,2296,2
diarization,7122,2,2298,0
seeming,7122,2,2298,0
dichotomies,7122,2,2298,0
y0,7122,2,2298,0
bets,7122,2,2298,0
grains,7122,2,2298,0
betting,7122,2,2298,0
lottery,7122,2,2298,0
discriminates,7122,2,2298,0
lumiere,7122,2,2298,0
shakespeare,7122,2,2297,1
disabilities,7122,2,2298,0
selfishness,7122,2,2298,0
xr,7122,2,2298,0
foreseen,7122,2,2298,0
lps,7122,2,2297,1
fir,7122,2,2298,0
130,7122,2,2298,0
lpa,7122,2,2298,0
bfs,7122,2,2298,0
bfo,7122,2,2298,0
xor,7122,2,2296,2
bfe,7122,2,2298,0
bfa,7122,2,2298,0
12x,7122,2,2298,0
diffs,7122,2,2297,1
love,7122,2,2298,0
lotteries,7122,2,2298,0
entertains,7122,2,2298,0
diffuse,7122,2,2298,0
verifier,7122,2,2298,0
tokenizing,7122,2,2298,0
ignorant,7122,2,2298,0
visualising,7122,2,2298,0
tolerated,7122,2,2298,0
aide,7122,2,2298,0
aic,7122,2,2298,0
toll,7122,2,2298,0
endangered,7122,2,2297,1
tokenized,7122,2,2298,0
ahp,7122,2,2298,0
511,7122,2,2298,0
ifc,7122,2,2298,0
iemocap,7122,2,2298,0
toolboxes,7122,2,2298,0
agrees,7122,2,2298,0
idp,7122,2,2298,0
endogenous,7122,2,2296,2
idle,7122,2,2298,0
ahmm,7122,2,2298,0
vivid,7122,2,2298,0
hypertree,7122,2,2298,0
afford,7122,2,2298,0
truck,7122,2,2298,0
ht,7122,2,2298,0
hsr,7122,2,2298,0
trump,7122,2,2298,0
truncating,7122,2,2297,1
venues,7122,2,2298,0
truncation,7122,2,2295,3
envisioned,7122,2,2298,0
hrl,7122,2,2298,0
envyfreeness,7122,2,2298,0
hrc,7122,2,2298,0
hr,7122,2,2298,0
ep,7122,2,2296,2
trustworthiness,7122,2,2298,0
truszczynski,7122,2,2298,0
howard,7122,2,2298,0
hovering,7122,2,2298,0
trimmed,7122,2,2298,0
turbofan,7122,2,2298,0
idiosyncratic,7122,2,2298,0
troublesome,7122,2,2297,1
topically,7122,2,2298,0
goldszmidt,7122,2,2298,0
enclosure,7122,2,2298,0
goddard,7122,2,2298,0
airspace,7122,2,2298,0
ij,7122,2,2298,0
airports,7122,2,2298,0
airplane,7122,2,2298,0
airlines,7122,2,2298,0
airline,7122,2,2296,2
tire,7122,2,2297,1
encountering,7122,2,2298,0
transitivity,7122,2,2294,4
tor,7122,2,2298,0
agmfi,7122,2,2298,0
tractably,7122,2,2295,3
traction,7122,2,2298,0
icdar,7122,2,2298,0
ae,7122,2,2298,0
traded,7122,2,2298,0
tops,7122,2,2298,0
tips,7122,2,2297,1
illinois,7122,2,2298,0
illuminate,7122,2,2297,1
agreeing,7122,2,2297,1
topologically,7122,2,2298,0
tonal,7122,2,2298,0
aiml,7122,2,2298,0
tn,7122,2,2297,1
aips,7122,2,2298,0
timeliness,7122,2,2298,0
5000,7122,2,2298,0
timestamp,7122,2,2297,1
timestamped,7122,2,2298,0
gmv,7122,2,2298,0
enact,7122,2,2298,0
enacted,7122,2,2297,1
503,7122,2,2298,0
50x,7122,2,2298,0
enacting,7122,2,2298,0
enactment,7122,2,2298,0
encapsulation,7122,2,2298,0
alan,7122,2,2298,0
endorses,7122,2,2298,0
granules,7122,2,2298,0
imageability,7122,2,2298,0
enumerates,7122,2,2298,0
transliterating,7122,2,2298,0
hyperresolution,7122,2,2298,0
transmissions,7122,2,2298,0
vienna,7122,2,2298,0
hypernymy,7122,2,2295,3
affiliated,7122,2,2297,1
5th,7122,2,2298,0
hyperlinks,7122,2,2298,0
exploitable,7122,2,2297,1
transpositions,7122,2,2298,0
transr,7122,2,2298,0
trap,7122,2,2298,0
trapezoidal,7122,2,2298,0
trapping,7122,2,2298,0
traps,7122,2,2296,2
graceful,7122,2,2297,1
hypercube,7122,2,2297,1
entail,7122,2,2296,2
hyperbolic,7122,2,2298,0
hypersphere,7122,2,2298,0
hyperactivity,7122,2,2298,0
affix,7122,2,2297,1
entangled,7122,2,2297,1
advocated,7122,2,2298,0
advisors,7122,2,2298,0
trouble,7122,2,2298,0
traversal,7122,2,2297,1
hurdles,7122,2,2298,0
trellis,7122,2,2298,0
advisor,7122,2,2298,0
hunt,7122,2,2298,0
triad,7122,2,2298,0
explicate,7122,2,2297,1
advertiser,7122,2,2296,2
triangulations,7122,2,2297,1
entrance,7122,2,2298,0
trie,7122,2,2298,0
verifiable,7122,2,2297,1
verbosity,7122,2,2298,0
adverbial,7122,2,2298,0
hurdle,7122,2,2297,1
hydraulic,7122,2,2298,0
vietnam,7122,2,2298,0
vicinity,7122,2,2297,1
af,7122,2,2298,0
602,7122,2,2298,0
epitomes,7122,2,2298,0
tumors,7122,2,2298,0
vendor,7122,2,2298,0
hopeful,7122,2,2298,0
hoped,7122,2,2298,0
tumours,7122,2,2298,0
epitomic,7122,2,2298,0
honeypot,7122,2,2298,0
hoping,7122,2,2298,0
honey,7122,2,2298,0
administrative,7122,2,2297,1
admissibility,7122,2,2298,0
households,7122,2,2298,0
grants,7122,2,2298,0
verbalization,7122,2,2298,0
trips,7122,2,2298,0
grader,7122,2,2298,0
hubs,7122,2,2296,2
hopkins,7122,2,2297,1
vendors,7122,2,2298,0
homoscedasticity,7122,2,2298,0
hub,7122,2,2298,0
granger,7122,2,2295,3
6x,7122,2,2298,0
hypertableau,7122,2,2298,0
trigrams,7122,2,2298,0
entropies,7122,2,2298,0
tseitin,7122,2,2298,0
ventral,7122,2,2298,0
tsitsiklis,7122,2,2298,0
adtw,7122,2,2298,0
epigraphical,7122,2,2298,0
administered,7122,2,2298,0
hotspots,7122,2,2298,0
graphoids,7122,2,2298,0
hosts,7122,2,2298,0
hops,7122,2,2297,1
adjoining,7122,2,2298,0
entailments,7122,2,2296,2
tsne,7122,2,2298,0
administer,7122,2,2298,0
tt,7122,2,2298,0
16gb,7123,1,2298,0
epstein,7123,1,2298,0
cool,7123,1,2298,0
1694,7123,1,2298,0
condensation,7123,1,2297,1
addressee,7123,1,2298,0
coost,7123,1,2298,0
cooks,7123,1,2298,0
ept,7123,1,2298,0
adg,7123,1,2298,0
adaptor,7123,1,2298,0
esps,7123,1,2298,0
especial,7123,1,2298,0
acrobot,7123,1,2298,0
competetive,7123,1,2298,0
adgs,7123,1,2298,0
adhd,7123,1,2298,0
15855m,7123,1,2298,0
filterbank,7123,1,2298,0
espresso,7123,1,2298,0
cinque,7123,1,2298,0
adhoc,7123,1,2298,0
equiprobable,7123,1,2298,0
adi,7123,1,2298,0
epso,7123,1,2298,0
adherence,7123,1,2298,0
civilizations,7123,1,2298,0
circuitry,7123,1,2298,0
cooperates,7123,1,2298,0
cooman,7123,1,2298,0
epl,7123,1,2298,0
completecalculus,7123,1,2298,0
1666,7123,1,2298,0
circling,7123,1,2298,0
1644,7123,1,2298,0
162,7123,1,2298,0
condense,7123,1,2298,0
equates,7123,1,2298,0
civilization,7123,1,2297,1
equate,7123,1,2298,0
adapters,7123,1,2298,0
1874,7123,1,2298,0
acorns,7123,1,2298,0
circulant,7123,1,2297,1
adagrad,7123,1,2294,4
convincement,7123,1,2298,0
esip,7123,1,2298,0
esirant,7123,1,2298,0
cooccurrence,7123,1,2297,1
adan,7123,1,2298,0
adanormalhedge,7123,1,2298,0
cooking,7123,1,2296,2
adap,7123,1,2298,0
esl,7123,1,2296,2
adadelta,7123,1,2298,0
ckcc,7123,1,2298,0
eser,7123,1,2298,0
cinematography,7123,1,2298,0
condom,7123,1,2298,0
1771,7123,1,2298,0
activeclean,7123,1,2298,0
17th,7123,1,2298,0
circumplex,7123,1,2298,0
convolutionally,7123,1,2298,0
conditor,7123,1,2298,0
17x,7123,1,2298,0
complearn,7123,1,2298,0
ese,7123,1,2298,0
activeness,7123,1,2298,0
actives,7123,1,2298,0
convolutive,7123,1,2298,0
actualities,7123,1,2298,0
actualize,7123,1,2298,0
actuals,7123,1,2298,0
compilations,7123,1,2297,1
finclarin,7123,1,2298,0
err,7123,1,2298,0
erotica,7123,1,2298,0
circumscriptions,7123,1,2298,0
actional,7123,1,2298,0
equivolume,7123,1,2298,0
acnnelm,7123,1,2298,0
errorprone,7123,1,2298,0
acp,7123,1,2298,0
ad75,7123,1,2298,0
184,7123,1,2298,0
adaboosting,7123,1,2298,0
adios,7123,1,2298,0
espeak,7123,1,2298,0
epts,7123,1,2298,0
equals,7123,1,2297,1
eql,7123,1,2298,0
ade20k,7123,1,2298,0
adelaide,7123,1,2298,0
18999,7123,1,2298,0
adeptness,7123,1,2298,0
equalizer,7123,1,2298,0
acnn,7123,1,2298,0
equalized,7123,1,2298,0
ess,7123,1,2298,0
15th,7123,1,2298,0
ciphertexts,7123,1,2298,0
15b,7123,1,2298,0
compilability,7123,1,2298,0
completeset,7123,1,2298,0
cooperativeness,7123,1,2298,0
acl2016,7123,1,2298,0
18fps,7123,1,2298,0
ciphers,7123,1,2297,1
esp,7123,1,2298,0
acknowledgments,7123,1,2298,0
conducive,7123,1,2297,1
1587,7123,1,2298,0
ciprofloxacin,7123,1,2298,0
equente,7123,1,2298,0
endings,7123,1,2298,0
168,7123,1,2298,0
aibirds,7123,1,2298,0
1018,7123,1,2298,0
endgame,7123,1,2298,0
ahc,7123,1,2298,0
flaming,7123,1,2298,0
ahl,7123,1,2298,0
chemometric,7123,1,2298,0
flaps,7123,1,2298,0
ahmad,7123,1,2298,0
chemoinformatics,7123,1,2298,0
100x,7123,1,2298,0
endeavors,7123,1,2298,0
endeavored,7123,1,2298,0
cheat,7123,1,2298,0
cheapest,7123,1,2298,0
0b,7123,1,2298,0
flekova,7123,1,2298,0
alcfi,7123,1,2298,0
courbariaux,7123,1,2298,0
alch,7123,1,2298,0
fleetly,7123,1,2298,0
alchoiqb,7123,1,2298,0
encapsulated,7123,1,2298,0
alci,7123,1,2298,0
alcm,7123,1,2298,0
agv,7123,1,2298,0
fleets,7123,1,2298,0
endless,7123,1,2298,0
agrovision,7123,1,2298,0
conduced,7123,1,2298,0
flatter,7123,1,2298,0
10000s,7123,1,2298,0
aides,7123,1,2298,0
aiding,7123,1,2298,0
encouragingly,7123,1,2298,0
checkboxes,7123,1,2298,0
ainsi,7123,1,2298,0
0gops,7123,1,2298,0
aircrafts,7123,1,2298,0
airflows,7123,1,2298,0
chebyshev,7123,1,2294,4
flaw,7123,1,2297,1
flashed,7123,1,2298,0
countermeasure,7123,1,2298,0
chartered,7123,1,2298,0
102,7123,1,2298,0
countered,7123,1,2298,0
chengyyfh10,7123,1,2298,0
endogenic,7123,1,2298,0
1024,7123,1,2298,0
1020,7123,1,2298,0
endocrine,7123,1,2298,0
endocentricity,7123,1,2298,0
chemometrics,7123,1,2297,1
ags,7123,1,2298,0
080,7123,1,2298,0
comum,7123,1,2298,0
chasing,7123,1,2298,0
chatting,7123,1,2298,0
ala,7123,1,2297,1
096,7123,1,2298,0
enclosed,7123,1,2298,0
encircles,7123,1,2298,0
chatterbox,7123,1,2298,0
encircled,7123,1,2298,0
encircle,7123,1,2298,0
encha,7123,1,2298,0
094,7123,1,2298,0
encephalography,7123,1,2298,0
encapsulating,7123,1,2298,0
chatspeak,7123,1,2298,0
adverb,7123,1,2298,0
aesop,7123,1,2298,0
290,7123,1,2298,0
adcop,7123,1,2298,0
civique,7123,1,2298,0
esnn,7123,1,2298,0
adcops,7123,1,2298,0
addicted,7123,1,2298,0
filterthat,7123,1,2298,0
cooling,7123,1,2298,0
conveyor,7123,1,2298,0
esns,7123,1,2298,0
0_1,7123,1,2298,0
flc,7123,1,2298,0
akshara,7123,1,2298,0
akeen,7123,1,2298,0
courtesy,7123,1,2298,0
encompassed,7123,1,2298,0
comutations,7123,1,2298,0
concatenates,7123,1,2297,1
alcp,7123,1,2298,0
enablers,7123,1,2297,1
charters,7123,1,2298,0
courts,7123,1,2298,0
alds,7123,1,2298,0
cousins,7123,1,2298,0
cov,7123,1,2298,0
aleatory,7123,1,2298,0
167,7123,1,2298,0
alegre,7123,1,2298,0
alcf,7123,1,2298,0
computoser,7123,1,2298,0
alarming,7123,1,2298,0
encapsulates,7123,1,2298,0
flawless,7123,1,2298,0
airshow,7123,1,2298,0
encog,7123,1,2298,0
chd,7123,1,2298,0
airtrajectoryminer,7123,1,2298,0
aiss,7123,1,2298,0
aist,7123,1,2298,0
chawla,7123,1,2298,0
emulators,7123,1,2298,0
acquisitions,7123,1,2298,0
epipolar,7123,1,2298,0
1798,7123,1,2298,0
envisage,7123,1,2298,0
chute,7123,1,2298,0
accordion,7123,1,2298,0
environmentswith,7123,1,2298,0
adrqn,7123,1,2298,0
1910,7123,1,2298,0
140k,7123,1,2298,0
accords,7123,1,2298,0
concordance,7123,1,2297,1
establishits,7123,1,2298,0
ckrl,7123,1,2298,0
admissibilities,7123,1,2298,0
copula,7123,1,2294,4
adjoint,7123,1,2298,0
entrusted,7123,1,2298,0
achromatic,7123,1,2298,0
achilles,7123,1,2298,0
adjunct,7123,1,2298,0
filed,7123,1,2298,0
adjuncts,7123,1,2298,0
